Codigo,Estacion,Longitud,Latitud,Ciudad,Barrio,Comuna,Corregimiento,Vereda,Fecha_Instalacion,Estado
178,Q. La Honda - C. Bravo M.,-75.55728,6.26610,Medellin,Manrique Central No. 1,4 Aranjuez,,,2016-05-13,Inactiva
179,R. Medellin - La Inmaculada,-75.63359,6.13670,La Estrella,,,,Pan de Azucar,2016-09-23,Activa
181,Q. La Grande - Vivero Ancon Sur,-75.63530,6.15051,La Estrella,,,,Pueblo Viejo,2016-11-23,Activa
182,Q. Santa Elena - Caicedo,-75.55387,6.24317,Medellin,Caicedo,09 Buenos Aires,,,2016-11-25,Activa
183,Q. La Ayura - Ecoparque el Salado,-75.56916,6.13862,Envigado,,,,Pantanillo,2016-12-20,Activa
184,Miraflores,-75.54916,6.22984,Medellin,Cataluna,09 Buenos Aires,,,2017-01-17,Activa
185,Puente de los Fundadores - Velocidad Superficial,-75.49882,6.35804,Copacabana,,,,,2017-02-10,Inactiva
186,Q. La Gallinaza - Buenos Aires,-75.32771,6.43292,Barbosa,,,,Buenos Aires,2017-04-07,Activa
187,Q. La Sanin - Las Palmas,-75.54610,6.20300,Medellin,,,90 Santa Elena,Las Palmas,2017-06-27,Activa
188,Humedad La Sanin,-75.54683,6.20287,Medellin,,,90 Santa Elena,Las Palmas,2017-06-25,Activa
189,Q. La Sanin - Pluviometro,-75.54610,6.20300,Medellin,,,90 Santa Elena,Las Palmas,2017-07-14,Activa
190,El Santuario - Pluviometro,-75.27441,6.13376,El Santuario,,,,El Saladito,2017-07-15,Activa
191,El Santuario - Disdrometro,-75.27441,6.13376,El Santuario,,,,El Saladito,2017-07-15,Activa
192,Q. Dona Ana - Nivel,-75.61044,6.13909,Sabaneta,,,,La Doctora,2017-07-19,Inactiva
193,Fuente Clara - Pluviometro,-75.61284,6.13266,Sabaneta,,,,La Doctora,2017-07-18,Activa
194,Cocorna - Pluviometro,-75.21106,6.07951,Cocorna,,,,Mediacuesta,2017-07-24,Activa
195,Q. La Pereira - La Ceja,-75.42863,6.02957,La Ceja,Cabecera,,,,2017-08-01,Activa
196,Rionegro - Nivel,-75.36133,6.17863,Rionegro,,,,La Laja,2017-08-30,Inactiva
197,Universidad de Medellin - Meteorologica,-75.60997,6.23024,Medellin,Las Violetas,16 Belen,,,2017-08-16,Activa
198,Politecnico Jaime Isaza Cadavid - Meteorologica,-75.57777,6.20898,Medellin,Patio Bonito,14 El Poblado,,,2017-08-10,Activa
199,Rionegro - Thies,-75.36900,6.16629,Rionegro,,,,La Laja,2017-08-28,Activa
201,Torre SIATA,-75.58870,6.25920,Medellin,Estadio,11 Laureles - Estadio,,,2012-12-28,Activa
202,AMVA,-75.57403,6.24224,Medellin,Calle Nueva,10 La Candelaria,,,2012-10-30,Activa
203,UNAL-Sede Agronomia,-75.57825,6.26074,Medellin,La Iguana,07 Robledo,,,2012-10-30,Activa
204,Parque de las Aguas,-75.41947,6.40626,Barbosa,,,,Vereda Filo Verde,2012-11-23,Inactiva
205,Santa Elena-Radar,-75.52760,6.19350,Medellin,,,90 Santa Elena,El Plan,2012-11-01,Inactiva
206,Colegio Concejo de Itagui,-75.64380,6.16793,Itagui,Ditaires,,,,2012-11-06,Activa
207,Vivero EPM Piedras Blancas,-75.49397,6.28328,Guarne,,,,Piedras Blancas,2013-02-25,Activa
210,Telemedellin-Poblado,-75.57581,6.18699,Medellin,El Diamante No. 2,14 El Poblado,,,2012-12-07,Inactiva
211,La Ladera,-75.55403,6.25119,Medellin,La Ladera,08 Villa Hermosa,,,2012-12-10,Activa
213,Ciudadela del Valle Itagui,-75.60175,6.18697,Itagui,,,70 Altavista,Los Gomez,1999-01-01,Inactiva
227,Sonson - Pluviometro,-75.30937,5.71597,Sonson,Centro,,,,2017-08-29,Activa
228,Sonson - Disdrometro,-75.30937,5.71597,Sonson,Sector Central,,,,2017-08-29,Activa
229,Alcaldia La Estrella - Thies,-75.64162,6.15814,La Estrella,El Dorado,,,,2017-08-31,Activa
230,Alcaldia La Estrella - Pluviometro,-75.64171,6.15817,La Estrella,El Dorado,,,,2017-08-30,Activa
231,Alcaldia La Estrella - Disdrometro,-75.64171,6.15817,La Estrella,El Dorado,,,,2017-08-30,Activa
233,I.E Manuel Jose Caicedo - Disdrometro,-75.32680,6.43489,Barbosa,Aguas Calientes,,,,2017-09-18,Activa
234,I.E Manuel Jose Caicedo - Pluviometro,-75.32680,6.43489,Barbosa,Aguas Calientes,,,,2017-09-18,Activa
235,Quebrada Larga - Humedad,-75.68551,6.20556,Medellin,,,80 San Antonio de Prado,Yarumalito,2017-09-18,Activa
236,Q. Dona Maria - Santa Maria 2,-75.59778,6.18106,Itagui,Santa Maria No. 2,,,,2017-09-19,Activa
237,Astilleros - Humedad,-75.66688,6.23977,Medellin,,,80 San Antonio de Prado,El Astillero,2017-09-21,Inactiva
238,Q. La Iguana - El Pesebre,-75.60538,6.27622,Medellin,Fuente Clara,07 Robledo,,,2017-09-25,Activa
239,Q. Piedras Blancas - Guadalajara,-75.51070,6.34629,Copacabana,Simon Bolivar,,,,2017-10-03,Activa
240,Q. La Valeria - Caldas,-75.64496,6.09208,Caldas,,,,La Valeria,2017-10-05,Activa
241,Sede Social Picacho Las Vegas,-75.58336,6.29515,Medellin,Picacho,06 Doce Octubre,,,2017-10-12,Activa
242,IE Jesus Maria Valle,-75.58223,6.30053,Medellin,Picacho,06 Doce Octubre,,,2017-10-17,Activa
243,Unisabaneta-Caequinos - Humedad,-75.60450,6.13773,Sabaneta,,,,La Doctora,2017-04-17,Inactiva
244,Bomberos Envigado - Pluviometro,-75.60088,6.16663,Envigado,Las Vegas,,,,2017-10-20,Activa
245,Q. La Miel - Caldas,-75.62101,6.10153,Caldas,,,,La Miel,2017-10-25,Activa
246,Q. La Raya - La Estrella,-75.64113,6.11189,La Estrella,,,,La Raya,2017-10-31,Activa
247,Q. El Tablazo - El Progreso,-75.61262,6.18096,Itagui,El Progreso,,,,2017-11-01,Activa
248,Vivero EPM Piedras Blancas - Pluviometro,-75.49397,6.28328,Guarne,,,,Piedras Blancas,2017-11-03,Activa
249,Escuela CEDEPRO,-75.63624,6.21959,Medellin,,,70 Altavista,Buga - Patio Bonito,2017-11-17,Activa
251,Q. La Lopez - Buenos Aires,-75.32531,6.42980,Barbosa,,,,Buenos Aires,2017-11-08,Activa
252,Alcaldia Envigado - Meteorologica,-75.58830,6.16990,Envigado,Sector Central,,,,2017-04-24,Activa
253,Parque 3 Aguas - Pluviometro,-75.63536,6.09628,Caldas,,,,La Miel,2017-11-14,Activa
254,SOS Aburra Norte - Girardota - Meteorologica,-75.45091,6.37904,Girardota,Juan XXIII,,,,2017-11-15,Inactiva
256,Puerto Triunfo - Pluviometro,-74.64149,5.86831,Puerto Triunfo,Sector Central,,,,2017-11-22,Activa
257,Puerto Triunfo - Disdrometro,-74.64149,5.86831,Puerto Triunfo,Sector Central,,,,2018-06-13,Activa
259,Q. La Corrala - Andalucia,-75.62656,6.09257,Caldas,Andalucia,,,,2017-11-28,Activa
260,R. Porce - Puente Gabino,-75.20589,6.55962,Barbosa,,,,El Caney,2017-11-29,Activa
261,Deslizamiento La Raya - Pluviometro,-75.64791,6.11398,La Estrella,,,,San Miguel,2017-11-30,Activa
263,La clara digital- Pluviografica,-75.61976,6.04869,Caldas,,,,La Clara,2017-12-14,Inactiva
265,Q. La Loca - El Cafetal ,-75.57995,6.31586,Bello,Paris,Comuna 01,,,2017-12-14,Activa
266,Himalaya - Pluviometro,-75.63896,6.14728,La Estrella,,,,Pueblo Viejo,2017-12-18,Activa
267,Colegio Canadiense - Pluviometro,-75.63844,6.13173,La Estrella,,,,Penas Blancas,2017-12-18,Activa
268,Q. La Bermejala - La Tablaza,-75.63536,6.13294,La Estrella,,,,La Tablaza,2017-12-20,Activa
269,Parque de las Aguas - Thies,-75.41871,6.40661,Barbosa,,,,Filo Verde,2018-01-04,Activa
271,Jorge Eliecer Gaitan - Thies,-75.55866,6.33711,Bello,Sector Central,Comuna 04,,,2018-01-04,Activa
272,Q. El Salado - Jamundi,-75.43395,6.35787,Girardota,,,,Jamundi,2018-01-05,Activa
273,Q. Mal Paso - El Diamante,-75.58722,6.28241,Medellin,El Diamante,07 Robledo,,,2018-01-15,Activa
274,Carpinelo Amapolita - Pluviometro,-75.53819,6.28710,Medellin,Carpinelo,01 Popular,,,2018-01-19,Activa
275,Q. La Loca El Cafetal - Pluviometro,-75.57995,6.31586,Bello,Paris,Comuna 01,,,2018-01-16,Activa
278,Vereda Potrerito - Pluviometro,-75.32096,6.42533,Barbosa,,,,Potrerito,2018-01-31,Activa
281,Megacolegio - Pluviometro,-75.58583,6.31043,Bello,Paris,Comuna 01,,,2018-02-15,Activa
282,La Isla - Pluviometro,-75.57322,6.31095,Bello,La Maruchenga,Comuna 01,,,2018-02-16,Activa
283,Q. Montanita - Paris,-75.57704,6.31196,Bello,Paris,Comuna 01,,,2018-02-19,Activa
284,Q. La Ayura - El Remanso,-75.57575,6.14522,Envigado,El Salado,,,,2018-04-13,Activa
286,Q. Piedras Blancas - Represa,-75.50381,6.29692,Guarne,,,,Piedras Blancas,2018-02-28,Activa
287,Represa Piedras Blancas - Pluviometro,-75.50381,6.29692,Guarne,,,,Penas Blancas,2018-02-22,Activa
288,Colegio Waldorf - Pluviometro,-75.64743,6.15926,La Estrella,Bellavista,,,,2018-03-21,Activa
289,Seminario Redemptoris - Pluviometro,-75.53589,6.22406,Medellin,,,90 Santa Elena,Las Palmas,2018-03-22,Activa
290,Q. Yerbabuena - Las Lomas No. 1,-75.56105,6.21154,Medellin,Las Lomas No.1,14 El Poblado,,,2018-04-05,Activa
295,Laguna Quitasol - Pluviometro,-75.55572,6.35789,Bello,,,,Tierradentro,2018-04-23,Activa
296,Laguna Quitasol - Humedad,-75.55571,6.35787,Bello,,,,Tierradentro,2018-04-23,Activa
297,Q. La Valeria - Calidad del Agua,-75.64822,6.09492,Caldas,,,,La Valeria,2018-04-24,Inactiva
298,Torre SIATA - Pluvio OTT,-75.58890,6.25890,Medellin,Estadio,11 Laureles - Estadio,,,2018-05-02,Inactiva
302,R. Cauca - Ituango,-75.64523,7.13905,Ituango,,,Santa Rita,Las Aguitas,2018-05-11,Inactiva
303,Campamento Villa Luz - Meteorologica,-75.67957,7.12582,Ituango,,,,,2018-05-11,Inactiva
305,Tunel vial (salida) - Thiess,-75.65615,7.13693,Ituango,,,,,2018-05-17,Inactiva
306,Tunel vial (salida a presa) - Meteorologica,-75.67959,7.12582,Ituango,,,,,2018-05-18,Inactiva
307,Tunel vial (acceso) - Meteorologica,-75.66176,7.12333,Ituango,,,,,2018-05-18,Inactiva
308,Pozo de humos - Meteorologica,-75.67957,7.12582,Ituango,,,,,2018-05-19,Inactiva
309,Pozo de aireacion de almaneras - Meteorologica,-75.67957,7.12582,Ituango,,,,,2018-05-19,Inactiva
310,Subestacion Boxculvert - Meteorologica,-75.67957,7.12582,Ituango,,,,,2018-05-19,Inactiva
311,Casa Siata - Pluviometro,-75.57951,6.19609,Medellin,Aguacatala,14 El Poblado,,,2018-06-05,Activa
312,Pozo compuertas - Meteorologica,-75.65997,7.13147,Ituango,,,,,2018-05-24,Inactiva
313,La Ye - Meteorologica,-75.55064,6.18254,Medellin,,,90 Santa Elena,Las Palmas,2018-05-29,Activa
315,Casa Siata - Disdrometro,-75.57971,6.19603,Medellin,Aguacatala,14 El Poblado,,,2018-06-05,Inactiva
316,Q. El Hato - Espiritu Santo,-75.56638,6.33244,Bello,Espiritu Santo,Comuna 04,,,2018-07-30,Activa
317,Q. Avelina - Hato Viejo,-75.57277,6.33748,Bello,,,,Hato Viejo,2018-06-07,Activa
318,Institucion Rafael J. Mejia - Thies,-75.62139,6.14564,Sabaneta,Tres Esquinas,,,,2018-06-14,Activa
319,Institucion Educativa Colombia. Girardota - Thiess,-75.44399,6.37852,Girardota,Aurelio Mejia,,,,2018-06-19,Inactiva
320,Palmitas Potrera - Pluviometro,-75.69977,6.35662,Medellin,,,50 Palmitas,Potrero - Miseranga,2018-06-27,Activa
322,Metro La Estrella - Meteorologica,-75.62749,6.15231,Sabaneta,Ancon Sur,,,,2018-06-29,Activa
323,Acueducto Hatillo - Pluviometro,-75.39823,6.41533,Barbosa,,,,Hatillo,2018-07-17,Activa
324,E.R Jamundi - Pluviometro,-75.43620,6.36452,Girardota,,,,Jamundi,2018-07-17,Activa
326,Q. La Guayabala - Altavista,-75.61359,6.20616,Medellin,,,70 Altavista,San Jose del Manzanillo,2018-08-01,Activa
327,San Jose de Las Vegas - Pluviometro,-75.53856,6.12000,Retiro,,,,Carrizales,2018-08-08,Activa
328,Universidad EIA - Envigado - Pluviometro,-75.51711,6.15672,Envigado,,,,Santa Catalina,2018-08-09,Activa
329,Cascada Santa Elena  - Nivel,-75.51197,6.22679,Medellin,,,90 Santa Elena,Media Luna,2018-08-24,Inactiva
331,R. Medellin - Ancon Sur,-75.62808,6.15279,La Estrella,Zona Industrial,,,,2018-09-03,Activa
332,Q. La Presidenta -  Exito Poblado,-75.57584,6.21095,Medellin,Astorga,14 El Poblado,,,2018-09-12,Inactiva
333,Q. La Presidenta - Vizcaya,-75.56356,6.20774,Medellin,Las Lomas No 1,14 El Poblado,,,2018-09-17,Activa
334,Manuel Mejia Vallejo - Pluviometro,-75.56507,6.16731,Envigado,Loma El Atravesado,,,,2018-09-18,Activa
335,Q. La Ayura - Las Vegas,-75.58297,6.18519,Envigado,Villagrande,,,,2018-10-23,Activa
337,Bulerias - Alcantarillado,-75.59013,6.23911,Medellin,Belen,16 Belen,,,2018-10-30,Inactiva
339,Ecoparque el Salado - Pluviometro,-75.56916,6.13862,Envigado,,,,Pantanillo,2018-11-23,Activa
340,Q. Dona Maria - Temperatura,-75.59789,6.18104,Itagui,Santa Maria No. 3,,,,2018-12-12,Activa
342,R. Medellin - Santa Marta,-75.39363,6.41254,Barbosa,,,,Hatillo,2018-12-04,Activa
344,Q. La Harenala - Santa Maria No. 1,-75.60395,6.18406,Itagui,Santa Maria No. 1,,,,2018-12-05,Activa
345,Villa del Socorro - Meteorologica,-75.55392,6.29552,Medellin,Villa del Socorro,02 Santa Cruz,,,2019-01-18,Activa
346,R. Medellin - Puente Machado,-75.53792,6.33586,Bello,Machado,Comuna 10,,,2019-01-23,Activa
347,Monte Alvernia,-75.60539,6.31041,Bello,,,,El Carmelo,2019-02-05,Inactiva
349,Institucion Educativa La Candelaria - Meteorologica,-75.54263,6.29368,Medellin,Santo Domingo Savio,01 Popular,,,2019-01-30,Inactiva
351,Radar de Vientos - Disdrometro,-75.58994,6.22939,Medellin,Belen Las Playas,16 Belen,,,2019-01-31,Activa
352,Institucion Educativa La Candelaria - Pluviometro,-75.54263,6.29368,Medellin,Santo Domingo Savio,01 Popular,,,2019-02-01,Activa
353,Villa del Socorro - Pluviometro,-75.55392,6.29552,Medellin,Villa del Socorro,02 Santa Cruz,,,2019-02-01,Activa
354,Villa Niza - Meteorologica,-75.55635,6.29512,Medellin,Villa Niza,02 Santa Cruz,,,2019-02-08,Inactiva
355,Escuela Piedras Gordas - Meteorologica,-75.49844,6.23637,Medellin,,,90 Santa Elena,Piedras Gordas,2019-02-12,Activa
356,Villa Niza - Pluviometro,-75.55635,6.29512,Medellin,Villa Niza,02 Santa Cruz,,,2019-02-08,Activa
357,Thies Concejo de Itagui - Meteorologica,-75.64410,6.16810,Itagui,Ditaires,,,,2019-02-26,Inactiva
359,Puente Peatonal Acevedo - Nivel,-75.55708,6.30687,Medellin,La Frontera,02 Santa Cruz,,,2019-02-27,Inactiva
360,Thies Miraflores- Meteorologica,-75.54919,6.22997,Medellin,Cataluna,09 Buenos Aires,,,2019-02-27,Activa
362,Proyecto Amsterdam,-75.55740,6.20136,Medellin,El Tesoro,14 El Poblado,NULL,NULL,2019-03-05,Activa
365,Escuela Rural Yarumalito - Disdrometro,-75.69426,6.23309,Medellin,,,80 San Antonio de Prado,Yarumalito,2019-03-07,Activa
367,Joaquin Vallejo - Meteorologica,-75.54248,6.25525,Medellin,La Ladera,08 Villa Hermosa,NULL,NULL,2019-03-18,Activa
368,Federico Carrasquilla - Meteorologica,-75.54927,6.29722,Medellin,Popular,01 Popular,,,2019-03-29,Activa
369,Metro La Estrella - Pluviometro,-75.62749,6.15231,Sabaneta,Ancon Sur,NULL,NULL,NULL,2019-04-08,Activa
370,Metro La Estrella - Disdrometro,-75.62749,6.15231,Sabaneta,Ancon Sur,,,,2019-04-08,Activa
372,Comfama Copacabana - Extensometro,-75.48344,6.37659,Copacabana,,,,,2019-05-03,Inactiva
373,Ancon 2 - Pluviometro,-75.48226,6.37748,Copacabana,NULL,NULL,,Ancon Norte,2019-05-03,Activa
374,Comfama copacabana - acelerometro,-75.48282,6.37647,Copacabana,,,,,2019-05-06,Inactiva
375,Comfama copacabana - gnss,-75.48282,6.37647,Copacabana,,,,,2019-05-07,Inactiva
376,Feria de Ganado - Pluviometro,-75.56150,6.30232,Medellin,Belalcazar,05 Castilla,,,2019-05-14,Activa
377,Bulerias - Alcantarillado Lidar,-75.59293,6.23976,Medellin,Laureles,11 Laureles - Estadio,,,2019-05-16,Activa
378,Edificio Camacol - Pluviometro,-75.57850,6.25380,Medellin,Naranjal,11 Laureles - Estadio,NULL,NULL,2019-06-04,Activa
379,Ancon 2 Copacabana - Acelerometro,-75.48236,6.37786,Copacabana,,,,Ancon Norte,2019-06-05,Activa
381,Salinas Caldas - Acelerometro,-75.66336,6.04908,Caldas,,,,,2019-06-14,Inactiva
382,Q. La Picacha - Las Violetas,-75.61245,6.23468,Medellin,Las Violetas,16 Belen,,,2019-06-14,Activa
383,Salinas Caldas - Pluviometro,-75.66258,6.04837,Caldas,,,,Salinas,2019-06-14,Activa
384,Salinas Caldas - Extensometro,-75.66264,6.04833,Caldas,,,,,2019-06-19,Inactiva
385,Ancon 2 - Extensometro,-75.48236,6.37786,Copacabana,,,,,2019-07-11,Inactiva
386,Ancon 2 - GNSS,-75.48250,6.37783,Copacabana,,,,,2019-07-11,Inactiva
387,Manga Arriba - Extensometro,-75.45896,6.35160,Girardota,,,,Manga Arriba,2019-07-17,Activa
388,Torre Siata Piso 2 - Meteorologica,-75.58870,6.25920,Medellin,Estadio,11 Laureles - Estadio,NULL,NULL,2019-08-06,Inactiva
389,Manga Arriba - Pluviometro,-75.45896,6.35160,Girardota,NULL,NULL,NULL,Manga Arriba,2019-08-09,Activa
390,Manga Arriba - Acelerometro,-75.45896,6.35160,Girardota,,,,Manga Arriba,2019-07-17,Activa
391,PTAR Aguas Claras - Nivel,-75.53034,6.34183,Bello,Navarra,Comuna 9,,,2019-08-26,Inactiva
392,Universidad San Buenaventura - Pluviometro,-75.57007,6.33093,Bello,Salento,Comuna 03,,,2019-09-09,Activa
393,Deprimido Terminal del Norte - Pluviometro,-75.57269,6.27612,Medellin,NULL,05 Castilla,NULL,NULL,2019-09-20,Activa
394,Deprimido Los Musicos - Pluviometro,-75.58179,6.24756,Medellin,San Joaquin,11 Laureles - Estadio,NULL,NULL,2019-09-20,Activa
395,La Harenala Santa Maria - Pluviometro,-75.60392,6.18418,Itagui,Santa Maria No. 1,,,,2019-09-24,Activa
396,Quebrada Larga Stevens,-75.68574,6.20556,Medellin,,,80 San Antonio de Prado,Yarumalito,2019-09-26,Activa
397,Concejo de Itagui - Thiess,-75.64380,6.16793,Itagui,Ditares,,,,2019-09-27,Activa
398,Manga Arriba 2 - Extensometro,-75.45932,6.35207,Girardota,,,,Manga Arriba,2019-10-01,Activa
399,Institucion Educativa Jesus Maria Valle - Meteorologica,-75.58223,6.30053,Medellin,Picacho,06 Doce de Octubre,,,2019-10-09,Activa
401,Feria Ganado - Alcantarillado Lidar,-75.56258,6.30307,Medellin,Boyaca,05 Castilla,,,2019-10-11,Activa
402,Q. Santa Elena - 8 de Marzo,-75.52972,6.23017,Medellin,Juan Pablo II,09 Buenos Aires,,,2019-09-25,Activa
403,Puerto Triunfo - Meteorologica,-74.64150,5.86831,Puerto Triunfo,Sector Central,,,,2019-10-17,Activa
404,Q. Santa Elena - km11,-75.50208,6.21211,Medellin,NULL,NULL,90 Santa Elena,Santa Elena - Sector Central,2019-09-17,Activa
405,Q. San Alejo - Sabaneta,-75.62013,6.14874,Sabaneta,Sector Central,,,,2019-11-01,Activa
406,Q. La Sabanetica - El Plebiscito,-75.62144,6.15227,Sabaneta,Sector Central,,,,2019-11-01,Activa
407,Jerico - Pluviometro,-75.78706,5.79349,Jerico,Sector Central,,,,2019-11-05,Activa
409,Extensometro Planta - Jerico,-75.78984,5.79312,Jerico,,,,,2019-11-12,Inactiva
410,Acelerometro  Planta - Jerico,-75.78984,5.79312,Jerico,,,,,2019-11-12,Inactiva
411,Extensometro Tanque - Jerico,-75.78935,5.79274,Jerico,,,,,2019-11-13,Inactiva
412,Alcaldia Taraza - Meteorologica,-75.40034,7.58075,Taraza,Sector Central,,,,2019-11-18,Activa
413,Bomberos Caucasia - Meteorologica,-75.17956,7.96742,Caucasia,Sector Central,,,,2019-11-28,Activa
414,R. Cauca - Caucasia,-75.18637,7.96985,Caucasia,Sector Central,,,,2019-12-02,Activa
416,Salada Parte Alta - Disdrometro,-75.61824,6.01687,Caldas,,,,Salada Parte Alta,2019-12-11,Activa
417,Santa Elena Radar - Disdrometro,-75.52760,6.19350,Medellin,,,90 Santa Elena,El Plan,2019-12-11,Activa
418,Montanita San Antonio - Pluviometro,-75.66590,6.19257,Medellin,,,80 San Antonio de Prado,Montanita,2019-12-26,Activa
419,Thies SENA Medellin - Meteorologica,-75.57471,6.25551,Medellin,San Benito,10 La Candelaria,,,2019-12-26,Activa
420,Pueblo Viejo - Pluviometro,-75.63794,6.14026,La Estrella,NULL,NULL,NULL,Pueblo Viejo,2019-12-26,Activa
421,CC Viva Envigado - Pluviometro,-75.59106,6.17685,Envigado,Las Vegas,,,,2020-01-14,Activa
422,Laguna Quitasol Digital - Humedad,-75.55571,6.35787,Bello,,,,Tierradentro,2020-01-15,Activa
423,Q. La Ayura - Los Naranjos,-75.58062,6.17048,Envigado,Los Naranjos,NULL,NULL,NULL,2019-12-23,Activa
424,Manga Arriba - Humedad,-75.45932,6.35207,Girardota,,,,Manga Arriba ,2020-03-01,Activa
425,Montanita San Antonio - Disdrometro,-75.66590,6.19257,Medellin,,,80 San Antonio de Prado,Montanita,2020-02-13,Activa
426,Unicentro -  Alcantarillado Lidar,-75.58675,6.23994,Medellin,Los Conquistadores,11 Laureles - Estadio,,,2020-02-14,Activa
427,Thies ITM Castilla - Meteorologica,-75.56912,6.29391,Medellin,Girardot,05 Castilla,,,2019-02-20,Activa
429,Perfilador de Vientos - Pluviometro,-75.58994,6.22939,Medellin,Belen Las Playas,16 Belen,,,2020-02-21,Activa
430,Deprimido De Los Musicos - Alcantarillado Lidar,-75.58181,6.24621,Medellin,Los Conquistadores,11 Laureles - Estadio,,,2020-02-24,Activa
431,Q. La Honda -  Sabaneta,-75.60630,6.15243,Sabaneta,Sector Central,,,,2020-02-25,Activa
432,Andalucia Caldas - Pluviometro,-75.62654,6.09261,Caldas,Andalucia,,,,2020-02-27,Activa
433,Salada Parte Alta - Pluviometro,-75.61824,6.01687,Caldas,,,,Salada Parte Alta,2020-02-28,Activa
434,Museo de Antioquia - Pluviometro,-75.56966,6.25277,Medellin,La Candelaria,10 La Candelaria,,,2020-03-03,Activa
435,Museo de Antioquia - Disdrometro,-75.56966,6.25277,Medellin,La Candelaria,10 La Candelaria,,,2020-03-03,Activa
436,Ancon 2 - Humedad Stevens,-75.48221,6.37749,Copacabana,,,,Ancon Norte,2020-03-12,Inactiva
437,Paradero Jalisco San Felix - Pluviometro,-75.59693,6.31429,Bello,,,San Felix,El Carmelo,2020-03-31,Activa
438,La Clara - Temp - Pluviometro,-75.61865,6.04198,Caldas,,,,La Clara,2020-04-24,Inactiva
439,La Clara - Temp Lluvia,-75.61865,6.04198,Caldas,,,,La Clara,2019-12-23,Inactiva
440,R. Cauca - El 12 Taraza,-75.30716,7.44811,Taraza,,,,El Doce,2019-12-23,Activa
441,Temp de Agua Torre Siata - Pluviometro,-75.58864,6.25922,Medellin,Estadio,11 Laureles - Estadio,,,2020-04-24,Inactiva
442,Temp Quebrada Larga - Pluviometro,-75.68567,6.20558,Medellin,,,80 San Antonio de Prado,Yarumalito,2020-05-07,Inactiva
443,Temp Quebrada larga - Temp Lluvia,-75.68567,6.20558,Medellin,,,80 San Antonio de Prado,Yarumalito,2020-05-07,Inactiva
444,Museo de Antioquia - Meteorologica,-75.56966,6.25277,Medellin,La Candelaria,10 La Candelaria,,,2020-05-07,Inactiva
445,Deprimido San Juan Con La 80 - Pluviometro,-75.60224,6.25038,Medellin,Lorena,11 Laureles - Estadio,,,2020-05-08,Activa
446,Deprimido Bulerias - Pluviometro,-75.59029,6.23961,Medellin,Laureles,11 Laureles - Estadio,,,2020-05-05,Activa
447,Deprimido San Juan Con Av Ferrocarril - Pluviometro,-75.57498,6.24598,Medellin,Guayaquil,10 La Candelaria,,,2020-05-11,Activa
448,Thies CASD - Meteorologica,-75.57523,6.29762,Medellin,Pedregal ,06 Doce Octubre,,,2020-05-19,Activa
449,Monterrey - Alcantarillado Lidar,-75.57565,6.21281,Medellin,Astorga,14 El Poblado,,,2020-05-20,Activa
450,Universidad Lasallista - Meteorologica,-75.63824,6.09955,Caldas,Sector Central,,,,2020-05-28,Inactiva
451,Heliodora - Pluviometro,-75.58763,6.16072,Envigado,El Dorado,,,,2020-07-03,Activa
452,Puente Gabino - Pluviometro,-75.20589,6.55962,Yolombo,,,,El Caney,2020-07-22,Activa
453,Montanita - Extensometro,-75.66599,6.19204,Medellin,,,80 San Antonio de Prado,Montanita,2020-07-27,Inactiva
454,Montanita - Acelerometro,-75.66599,6.19204,Medellin,,,80 San Antonio de Prado,Montanita,2020-07-27,Inactiva
455,Montanita - Humedad Stevens,-75.66601,6.19209,Medellin,,,80 San Antonio de Prado,Montanita,2020-07-27,Inactiva
456,Arenys de Mar - Pluviometro,-75.60666,6.27631,Medellin,Blanquizal,13 San Javier,,,2020-07-31,Activa
457,Ajizal,-75.60488,6.19354,Itagui,,,,Ajizal,2020-09-08,Activa
459,Animalx p1,-75.56523,6.22612,Medellin,San Diego ,10 La Candelaria,,,2020-09-22,Inactiva
460,Animalx p2,-75.56523,6.22612,Medellin,San Diego ,10 La Candelaria,,,2020-09-22,Inactiva
461,Q. La Heliodora - Parque Lineal La Heliodora,-75.59019,6.16206,Envigado,El Dorado,,,,2020-09-25,Activa
463,San Cristobal,-75.65153,6.29754,Medellin,,,60 San Cristobal,El Llano ,2020-10-02,Inactiva
464,Cementos Argos,-75.54757,6.31737,Bello,,,,,2020-10-02,Inactiva
465,Cementos Argos 2,-75.54757,6.31737,Bello,,,,,2020-10-02,Inactiva
466,Argos Km1 Medellin-Bogota,-75.54562,6.31737,Bello,,,,Croacia,2020-10-10,Activa
467,Rio Taparto Cabecera,-75.96463,5.70331,Andes,,,Taparto,La Rochela,2020-12-03,Inactiva
468,Escuela Vereda la Rochela,-75.99578,5.69011,Betania,,,,La Rochela,2020-12-03,Inactiva
469,Rio Pavon,-76.13340,6.24135,Urrao,,,,Pavon ,2020-12-04,Inactiva
470,El Hato Vereda Pavon ,-76.14869,6.18105,Urrao,,,,Pavon,2020-12-04,Inactiva
471,Escuela Capitan Pinzon Vereda Aguacates ,-76.05823,6.15161,Urrao,,,,Aguacates,2020-12-05,Inactiva
472,R. Medellin - Puente Girardota,-75.45209,6.38016,Girardota,,,,Loma de los Ochoa,2020-12-07,Activa
473,Escuela Alto Medina - San Pedro,-75.54621,6.40072,San Pedro,,,,Alto Medina,2020-12-07,Inactiva
